"LINE_NO","GMT_DATE","GMT_TIME","LMT_DATE","LMT_TIME","ECEF_X","ECEF_Y","ECEF_Z","LATITUDE","LONGITUDE","HEIGHT","DOP","NAV","VALIDATED","SATS_USED","CH1_SATID","CH1_C.N","CH2_SATID","CH2_C.N","CH3_SATID","CH3_C.N","CH4_SATID","CH4_C.N","CH5_SATID","CH5_C.N","CH6_SATID","CH6_C.N","CH7_SATID","CH7_C.N","CH8_SATID","CH8_C.N","CH9_SATID","CH9_C.N","CH10_SATID","CH10_C.N","CH11_SATID","CH11_C.N","CH12_SATID","CH12_C.N","MAIN_VOL","BU_VOL","TEMP","REMARKS","ID","StStatus","POSTime","Name","Stock.Dens"
4412,"2020-10-17","09:00:30","2020-10-17","09:00:30",-863372,-5619696,2880991,27.02746,-98.73424,141.83,2.8,"3D","Yes",5,6,35,13,29,17,35,28,41,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.62,25,NA,"F20_007","before","2020-10-17 09:00:30","Guadalupe",0
4413,"2020-10-17","12:01:00","2020-10-17","12:01:00",-863320,-5619713,2880980,27.02734,-98.7337,144.76,3,"3D","Yes",6,2,38,6,29,12,38,17,29,19,35,25,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-17 12:01:00","Guadalupe",0
4414,"2020-10-17","15:00:30","2020-10-17","15:00:30",-862763,-5619780,2881012,27.02767,-98.72805,142.98,2,"3D","Yes",6,2,29,12,32,15,38,18,32,25,32,29,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-17 15:00:30","Guadalupe",0
4415,"2020-10-17","18:01:18","2020-10-17","18:01:18",-862689,-5619812,2880979,27.02732,-98.72726,146.16,1.8,"3D","Yes",8,10,38,15,35,18,38,20,38,23,38,24,29,27,32,29,38,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-10-17 18:01:18","Guadalupe",0
4416,"2020-10-17","21:00:48","2020-10-17","21:00:48",-862614,-5619802,2881008,27.02764,-98.72653,140.39,2.2,"3D","Yes",7,10,41,11,29,20,38,21,35,23,41,25,32,31,41,0,0,0,0,0,0,0,0,0,0,3.58,3.64,35,NA,"F20_007","before","2020-10-17 21:00:48","Guadalupe",0
4417,"2020-10-18","00:00:30","2020-10-18","00:00:30",-862602,-5619821,2880969,27.02726,-98.72638,137.78,1.8,"3D","Yes",6,1,32,3,29,16,38,22,29,26,38,31,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-18 00:00:30","Guadalupe",0
4418,"2020-10-18","03:00:30","2020-10-18","03:00:30",-862588,-5619836,2880954,27.02709,-98.72622,142.28,3.6,"3D","Yes",5,3,32,4,38,8,41,16,35,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,29,NA,"F20_007","before","2020-10-18 03:00:30","Guadalupe",0
4419,"2020-10-18","06:00:50","2020-10-18","06:00:50",-862606,-5619837,2880939,27.02695,-98.7264,138.78,2.4,"3D","Yes",7,1,38,7,38,8,35,11,38,17,38,21,35,30,41,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-18 06:00:50","Guadalupe",0
4420,"2020-10-18","09:00:48","2020-10-18","09:00:48",-862601,-5619820,2880973,27.0273,-98.72637,138.58,3.4,"3D","Yes",5,6,38,17,38,19,38,28,35,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-18 09:00:48","Guadalupe",0
4421,"2020-10-18","12:00:48","2020-10-18","12:00:48",-862600,-5619814,2880977,27.02735,-98.72637,134.98,1.4,"3D","Yes",8,2,38,5,38,6,35,12,32,17,29,19,35,24,29,29,29,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","before","2020-10-18 12:00:48","Guadalupe",0
4422,"2020-10-18","15:00:30","2020-10-18","15:00:30",-862457,-5619835,2880994,27.02749,-98.72492,141.87,2,"3D","Yes",7,2,32,5,32,12,35,13,38,15,41,25,35,29,29,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-10-18 15:00:30","Guadalupe",0
4423,"2020-10-18","18:00:54","2020-10-18","18:00:54",-862455,-5619836,2880999,27.02753,-98.7249,144.75,2.8,"3D","Yes",6,10,29,18,35,20,35,23,38,27,32,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,37,NA,"F20_007","before","2020-10-18 18:00:54","Guadalupe",0
4424,"2020-10-18","21:00:46","2020-10-18","21:00:46",-862530,-5619810,2881019,27.02775,-98.72568,141.08,2.2,"3D","Yes",6,1,35,10,38,20,35,21,38,23,35,31,38,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,37,NA,"F20_007","before","2020-10-18 21:00:46","Guadalupe",0
4425,"2020-10-19","00:00:29","2020-10-19","00:00:29",-862450,-5619825,2880997,27.02756,-98.72486,133.48,4.4,"3D","Yes",5,3,41,4,35,16,35,22,41,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,33,NA,"F20_007","before","2020-10-19 00:00:29","Guadalupe",0
4426,"2020-10-19","03:00:30","2020-10-19","03:00:30",-862539,-5619872,2880908,27.0266,-98.72568,146.45,2.2,"3D","Yes",6,3,29,4,35,8,35,16,35,27,32,30,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","before","2020-10-19 03:00:30","Guadalupe",0
4427,"2020-10-19","06:00:54","2020-10-19","06:00:54",-862606,-5619822,2880973,27.02728,-98.72642,141.02,3,"3D","Yes",6,1,29,7,38,11,29,17,35,28,35,30,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-19 06:00:54","Guadalupe",0
4428,"2020-10-19","09:00:35","2020-10-19","09:00:35",-862688,-5619811,2880977,27.02731,-98.72725,144.23,3,"3D","Yes",6,2,38,6,35,17,35,19,32,28,38,30,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-19 09:00:35","Guadalupe",0
4429,"2020-10-19","12:00:30","2020-10-19","12:00:30",-862651,-5619814,2880976,27.02731,-98.72688,141.42,1.8,"3D","Yes",7,2,38,5,35,6,32,12,41,19,29,24,38,25,35,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-19 12:00:30","Guadalupe",0
4430,"2020-10-19","15:00:54","2020-10-19","15:00:54",-862607,-5619806,2881010,27.02765,-98.72646,143.88,1.6,"3D","Yes",10,2,29,5,29,12,32,13,29,15,38,18,35,20,38,23,41,25,38,29,32,0,0,0,0,3.56,3.64,34,NA,"F20_007","before","2020-10-19 15:00:54","Guadalupe",0
4431,"2020-10-19","18:01:00","2020-10-19","18:01:00",-862567,-5619812,2881003,27.02759,-98.72605,140.58,2.8,"3D","Yes",6,10,38,18,35,20,38,23,35,24,32,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,37,NA,"F20_007","before","2020-10-19 18:01:00","Guadalupe",0
4432,"2020-10-19","21:00:48","2020-10-19","21:00:48",-862609,-5619790,2881035,27.02791,-98.7265,141.42,1.8,"3D","Yes",8,1,32,10,41,11,35,12,29,20,32,22,38,23,35,25,29,0,0,0,0,0,0,0,0,3.56,3.64,37,NA,"F20_007","before","2020-10-19 21:00:48","Guadalupe",0
4433,"2020-10-20","00:00:29","2020-10-20","00:00:29",-862766,-5619836,2880898,27.02652,-98.72799,140.89,2.2,"3D","Yes",6,1,32,3,38,16,38,22,38,26,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-10-20 00:00:29","Guadalupe",0
4434,"2020-10-20","03:00:29","2020-10-20","03:00:29",-863269,-5619842,2880743,27.02494,-98.73299,143.75,2.6,"3D","Yes",5,3,32,4,38,8,38,11,32,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-20 03:00:29","Guadalupe",0
4435,"2020-10-20","06:00:29","2020-10-20","06:00:29",-863241,-5619832,2880774,27.02525,-98.73273,145.25,3,"3D","Yes",6,1,38,7,38,11,35,17,32,28,38,30,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-20 06:00:29","Guadalupe",0
4436,"2020-10-20","09:00:52","2020-10-20","09:00:52",-863257,-5619840,2880754,27.02505,-98.73288,145.37,2.8,"3D","Yes",6,2,38,6,38,17,29,19,29,28,38,30,29,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,30,NA,"F20_007","before","2020-10-20 09:00:52","Guadalupe",0
4437,"2020-10-20","12:00:30","2020-10-20","12:00:30",-863246,-5619851,2880734,27.02485,-98.73275,144.48,2,"3D","Yes",6,2,32,5,41,6,29,17,29,19,29,24,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-20 12:00:30","Guadalupe",0
4438,"2020-10-20","15:01:00","2020-10-20","15:01:00",-863268,-5619799,2880835,27.02586,-98.73305,147.56,2,"3D","Yes",8,2,38,5,29,13,35,15,35,20,38,23,38,25,35,29,35,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","before","2020-10-20 15:01:00","Guadalupe",0
4439,"2020-10-20","18:00:47","2020-10-20","18:00:47",-863252,-5619755,2880921,27.02674,-98.73296,145.74,2.2,"3D","Yes",7,10,32,15,35,18,41,20,35,23,38,24,35,27,29,0,0,0,0,0,0,0,0,0,0,3.58,3.66,39,NA,"F20_007","before","2020-10-20 18:00:47","Guadalupe",0
4440,"2020-10-20","21:00:52","2020-10-20","21:00:52",-863196,-5619725,2880998,27.02751,-98.73245,146.74,3,"3D","Yes",5,10,41,20,29,21,29,23,29,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,38,NA,"F20_007","before","2020-10-20 21:00:52","Guadalupe",0
4441,"2020-10-21","00:00:29","2020-10-21","00:00:29",-862852,-5619767,2881010,27.02765,-98.72896,142.66,1.8,"3D","Yes",6,1,35,3,41,4,29,16,38,27,29,31,38,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,31,NA,"F20_007","before","2020-10-21 00:00:29","Guadalupe",0
4442,"2020-10-21","03:00:19","2020-10-21","03:00:19",-862598,-5619825,2880967,27.02723,-98.72634,139.85,2,"3D","Yes",7,3,29,4,38,8,41,11,35,16,29,21,32,27,32,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-21 03:00:19","Guadalupe",0
4443,"2020-10-21","06:00:48","2020-10-21","06:00:48",-862790,-5619778,2881008,27.02763,-98.72832,143.05,2.4,"3D","Yes",7,1,41,7,41,11,38,17,32,21,35,28,35,30,38,0,0,0,0,0,0,0,0,0,0,3.54,3.64,31,NA,"F20_007","before","2020-10-21 06:00:48","Guadalupe",0
4444,"2020-10-21","09:00:30","2020-10-21","09:00:30",-862890,-5619769,2881011,27.02763,-98.72933,150.01,3,"3D","Yes",5,2,35,6,35,17,38,28,41,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-21 09:00:30","Guadalupe",0
4445,"2020-10-21","12:00:59","2020-10-21","12:00:59",-862840,-5619805,2880940,27.02694,-98.72878,142.68,1.4,"3D","Yes",8,2,38,5,38,6,32,12,38,19,29,24,32,25,35,29,29,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-21 12:00:59","Guadalupe",0
4446,"2020-10-21","15:00:24","2020-10-21","15:00:24",-862927,-5619769,2880993,27.02746,-98.7297,146.83,2.2,"3D","Yes",6,2,32,5,38,12,32,15,41,25,35,29,38,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,34,NA,"F20_007","before","2020-10-21 15:00:24","Guadalupe",0
4447,"2020-10-21","18:00:29","2020-10-21","18:00:29",-862964,-5619752,2881003,27.02759,-98.73009,141.41,2.8,"3D","Yes",4,15,29,18,38,20,35,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,37,NA,"F20_007","before","2020-10-21 18:00:29","Guadalupe",0
4448,"2020-10-21","21:00:29","2020-10-21","21:00:29",-862834,-5619774,2881008,27.02762,-98.72877,145.48,3,"3D","Yes",4,10,38,20,38,21,38,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,36,NA,"F20_007","before","2020-10-21 21:00:29","Guadalupe",0
4449,"2020-10-22","00:00:30","2020-10-22","00:00:30",-862935,-5619770,2880992,27.02744,-98.72978,148.34,4.8,"3D","Yes",6,3,32,4,38,16,32,22,29,26,41,31,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","before","2020-10-22 00:00:30","Guadalupe",0
4450,"2020-10-22","03:00:48","2020-10-22","03:00:48",-863223,-5619742,2880960,27.02712,-98.73269,148.09,1.8,"3D","Yes",8,3,29,4,29,7,38,8,32,16,35,27,41,28,35,30,35,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-22 03:00:48","Guadalupe",0
4451,"2020-10-22","06:00:29","2020-10-22","06:00:29",-863293,-5619709,2881000,27.02753,-98.73344,146.68,2.8,"3D","Yes",6,1,38,7,38,11,32,17,38,19,35,30,38,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-22 06:00:29","Guadalupe",0
4452,"2020-10-22","09:00:20","2020-10-22","09:00:20",-863255,-5619752,2880927,27.02679,-98.73299,146.23,2.2,"3D","Yes",7,2,38,6,41,13,29,17,38,19,41,28,38,30,29,0,0,0,0,0,0,0,0,0,0,3.58,3.64,30,NA,"F20_007","before","2020-10-22 09:00:20","Guadalupe",0
4453,"2020-10-22","12:01:09","2020-10-22","12:01:09",-863264,-5619745,2880932,27.02686,-98.73309,143.55,5.6,"3D","Yes",5,2,38,5,41,12,41,17,29,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,30,NA,"F20_007","before","2020-10-22 12:01:09","Guadalupe",0
4454,"2020-10-22","15:00:54","2020-10-22","15:00:54",-863036,-5619760,2880968,27.02723,-98.7308,142.28,3.4,"3D","Yes",6,2,29,5,35,13,38,15,29,18,32,29,35,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,33,NA,"F20_007","before","2020-10-22 15:00:54","Guadalupe",0
4455,"2020-10-22","18:00:29","2020-10-22","18:00:29",-862953,-5619746,2881026,27.0278,-98.72999,145.09,2.8,"3D","Yes",4,10,38,15,35,20,35,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,37,NA,"F20_007","before","2020-10-22 18:00:29","Guadalupe",0
4456,"2020-10-22","21:00:29","2020-10-22","21:00:29",-862913,-5619772,2880982,27.02737,-98.72956,142.58,3.2,"3D","Yes",5,1,32,10,35,11,35,21,29,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,38,NA,"F20_007","before","2020-10-22 21:00:29","Guadalupe",0
4457,"2020-10-23","00:00:30","2020-10-23","00:00:30",-862892,-5619790,2880952,27.02707,-98.72932,141.96,1.8,"3D","Yes",5,1,32,16,32,22,38,27,32,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-10-23 00:00:30","Guadalupe",0
4458,"2020-10-23","03:00:47","2020-10-23","03:00:47",-863284,-5619703,2881013,27.02767,-98.73336,146.09,1.6,"3D","Yes",8,3,35,4,38,7,38,8,41,11,35,16,32,27,38,30,32,0,0,0,0,0,0,0,0,3.56,3.6,31,NA,"F20_007","before","2020-10-23 03:00:47","Guadalupe",0
4459,"2020-10-23","06:00:29","2020-10-23","06:00:29",-863352,-5619731,2880940,27.02692,-98.73399,146.76,3,"3D","Yes",6,1,38,7,41,11,38,17,38,21,38,30,35,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-23 06:00:29","Guadalupe",0
4460,"2020-10-23","09:00:48","2020-10-23","09:00:48",-863268,-5619819,2880790,27.02541,-98.73302,144.72,2,"3D","Yes",7,2,38,3,35,6,35,17,32,19,32,28,38,30,32,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-23 09:00:48","Guadalupe",0
4461,"2020-10-23","12:00:30","2020-10-23","12:00:30",-863262,-5619827,2880774,27.02526,-98.73295,143.69,6.8,"3D","Yes",5,2,38,5,41,6,32,12,38,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-23 12:00:30","Guadalupe",0
4462,"2020-10-23","15:00:47","2020-10-23","15:00:47",-862949,-5619915,2880699,27.02449,-98.7297,144.76,1.6,"3D","Yes",9,2,29,5,29,10,29,13,32,15,38,18,32,23,35,25,29,29,41,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-10-23 15:00:47","Guadalupe",0
4463,"2020-10-23","18:00:53","2020-10-23","18:00:53",-862939,-5619975,2880592,27.02339,-98.7295,147.63,2.2,"3D","Yes",7,8,32,10,38,18,35,20,38,23,41,24,32,27,32,0,0,0,0,0,0,0,0,0,0,3.56,3.64,37,NA,"F20_007","before","2020-10-23 18:00:53","Guadalupe",0
4464,"2020-10-23","21:00:30","2020-10-23","21:00:30",-862908,-5619936,2880672,27.02421,-98.72926,145.44,1.8,"3D","Yes",8,1,35,10,35,11,32,20,29,21,41,22,29,23,29,31,38,0,0,0,0,0,0,0,0,3.58,3.6,37,NA,"F20_007","before","2020-10-23 21:00:30","Guadalupe",0
4465,"2020-10-24","00:00:54","2020-10-24","00:00:54",-862991,-5619865,2880780,27.02532,-98.73019,143.22,2.2,"3D","Yes",6,3,38,4,32,16,38,22,35,26,35,27,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,33,NA,"F20_007","before","2020-10-24 00:00:54","Guadalupe",0
4466,"2020-10-24","03:00:30","2020-10-24","03:00:30",-863110,-5619865,2880762,27.0251,-98.73138,151.14,1.8,"3D","Yes",7,3,29,4,32,7,41,11,35,16,32,27,41,30,38,0,0,0,0,0,0,0,0,0,0,3.58,3.64,32,NA,"F20_007","before","2020-10-24 03:00:30","Guadalupe",0
4467,"2020-10-24","06:00:29","2020-10-24","06:00:29",-863226,-5619753,2880921,27.02676,-98.7327,140.46,2.2,"3D","Yes",7,1,32,11,38,13,38,17,38,19,41,28,41,30,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-24 06:00:29","Guadalupe",0
4468,"2020-10-24","09:00:28","2020-10-24","09:00:28",-863210,-5619718,2880992,27.02748,-98.7326,139.74,2,"3D","Yes",7,6,38,12,35,17,41,19,38,24,38,28,41,30,29,0,0,0,0,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_007","before","2020-10-24 09:00:28","Guadalupe",0
4469,"2020-10-24","12:00:30","2020-10-24","12:00:30",-863152,-5619735,2880994,27.02747,-98.73199,147.77,1.8,"3D","Yes",7,2,32,5,38,6,29,12,41,17,38,19,38,24,29,0,0,0,0,0,0,0,0,0,0,3.56,3.64,26,NA,"F20_007","before","2020-10-24 12:00:30","Guadalupe",0
4470,"2020-10-24","15:00:30","2020-10-24","15:00:30",-862844,-5619637,2881279,27.03035,-98.72907,149.36,2.6,"3D","Yes",6,2,35,5,35,13,41,15,41,18,35,20,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,28,NA,"F20_007","before","2020-10-24 15:00:30","San Rafael",0
4471,"2020-10-24","18:00:47","2020-10-24","18:00:47",-862909,-5619676,2881169,27.02926,-98.72966,142.5,9,"3D","Yes",4,10,41,20,35,23,35,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,37,NA,"F20_007","before","2020-10-24 18:00:47","San Rafael",0
4472,"2020-10-24","21:00:48","2020-10-24","21:00:48",-862880,-5619676,2881172,27.02931,-98.72937,139.94,4.8,"3D","Yes",4,10,41,20,35,23,38,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.64,39,NA,"F20_007","before","2020-10-24 21:00:48","San Rafael",0
4473,"2020-10-25","00:00:29","2020-10-25","00:00:29",-862954,-5619670,2881161,27.0292,-98.73012,139.66,4.4,"3D","Yes",6,3,38,4,35,16,38,22,38,26,35,31,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-25 00:00:29","San Rafael",0
4474,"2020-10-25","03:00:30","2020-10-25","03:00:30",-862454,-5619757,2881136,27.02895,-98.72501,137.32,1.8,"3D","Yes",7,3,29,4,35,8,38,11,35,16,38,27,41,30,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,26,NA,"F20_007","before","2020-10-25 03:00:30",NA,0
4475,"2020-10-25","06:00:29","2020-10-25","06:00:29",-863214,-5619641,2881126,27.02887,-98.73275,133.38,4,"3D","Yes",5,1,38,7,38,11,38,13,35,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,24,NA,"F20_007","before","2020-10-25 06:00:29",NA,0
4476,"2020-10-25","09:00:29","2020-10-25","09:00:29",-863106,-5619624,2881210,27.02968,-98.7317,141.98,1.6,"3D","Yes",7,2,35,6,38,12,32,17,41,19,38,28,41,30,29,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-25 09:00:29","San Rafael",0
4477,"2020-10-25","12:00:32","2020-10-25","12:00:32",-863135,-5619593,2881261,27.0302,-98.73204,141.79,3.4,"3D","Yes",5,2,38,6,29,12,35,19,29,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.58,29,NA,"F20_007","before","2020-10-25 12:00:32","San Rafael",0
4478,"2020-10-25","15:00:30","2020-10-25","15:00:30",-863137,-5619619,2881213,27.02971,-98.73202,143.13,2,"3D","Yes",6,2,29,5,35,13,41,15,35,18,38,25,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-25 15:00:30","San Rafael",0
4479,"2020-10-25","18:00:54","2020-10-25","18:00:54",-863209,-5619628,2881184,27.02939,-98.73272,147.62,2.4,"3D","Yes",6,10,29,15,32,18,35,20,35,23,32,24,29,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,35,NA,"F20_007","before","2020-10-25 18:00:54","San Rafael",0
4480,"2020-10-25","21:00:48","2020-10-25","21:00:48",-863208,-5619647,2881153,27.02907,-98.73269,150.12,1.6,"3D","Yes",8,1,35,10,38,11,35,20,35,21,38,22,32,23,38,31,41,0,0,0,0,0,0,0,0,3.58,3.6,37,NA,"F20_007","before","2020-10-25 21:00:48","San Rafael",0
4481,"2020-10-26","00:00:30","2020-10-26","00:00:30",-863466,-5619609,2881142,27.02897,-98.73531,146.56,1.8,"3D","Yes",7,1,29,3,41,4,35,16,32,22,35,26,35,31,32,0,0,0,0,0,0,0,0,0,0,3.56,3.64,32,NA,"F20_007","before","2020-10-26 00:00:30","San Rafael",0
4482,"2020-10-26","03:00:48","2020-10-26","03:00:48",-863015,-5619649,2881199,27.02955,-98.73076,146.69,1.8,"3D","Yes",8,4,32,7,38,8,38,11,38,16,29,27,38,28,29,30,35,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-26 03:00:48","San Rafael",0
4483,"2020-10-26","06:00:29","2020-10-26","06:00:29",-862957,-5619617,2881259,27.0302,-98.73023,137.94,2.2,"3D","Yes",7,7,38,11,35,13,32,17,35,19,38,21,35,30,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,30,NA,"F20_007","before","2020-10-26 06:00:29","San Rafael",0
4484,"2020-10-26","09:00:23","2020-10-26","09:00:23",-862952,-5619643,2881234,27.02989,-98.73014,148.79,2,"3D","Yes",7,2,38,6,38,17,35,19,38,24,35,28,32,30,29,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-26 09:00:23","San Rafael",0
4485,"2020-10-26","12:00:29","2020-10-26","12:00:29",-862989,-5619642,2881211,27.02969,-98.73051,142.46,1.4,"3D","Yes",8,2,38,5,35,6,29,12,29,19,32,24,29,25,32,29,29,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-26 12:00:29","San Rafael",0
4486,"2020-10-26","15:00:42","2020-10-26","15:00:42",-862699,-5619725,2881148,27.02903,-98.7275,147.71,2.2,"3D","Yes",5,2,32,5,32,15,38,25,32,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,31,NA,"F20_007","before","2020-10-26 15:00:42","San Rafael",0
4487,"2020-10-26","18:01:00","2020-10-26","18:01:00",-862659,-5619771,2881056,27.02813,-98.72703,140.99,2,"3D","Yes",6,8,29,10,32,15,38,20,35,23,35,24,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,35,NA,"F20_007","before","2020-10-26 18:01:00",NA,0
4488,"2020-10-26","21:00:48","2020-10-26","21:00:48",-862632,-5619772,2881063,27.02819,-98.72676,141.41,1.8,"3D","Yes",7,10,41,11,32,20,29,21,32,23,29,25,35,31,38,0,0,0,0,0,0,0,0,0,0,3.56,3.64,39,NA,"F20_007","before","2020-10-26 21:00:48",NA,0
4489,"2020-10-27","00:00:29","2020-10-27","00:00:29",-862859,-5619743,2881049,27.02806,-98.72906,140.19,3.4,"3D","Yes",4,3,35,16,32,22,35,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.6,31,NA,"F20_007","before","2020-10-27 00:00:29",NA,0
4490,"2020-10-27","03:00:29","2020-10-27","03:00:29",-863275,-5619814,2880791,27.02544,-98.7331,141.72,5.6,"3D","Yes",5,4,35,8,38,11,38,16,35,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-27 03:00:29","Guadalupe",0
4491,"2020-10-27","06:00:22","2020-10-27","06:00:22",-863254,-5619809,2880809,27.02561,-98.7329,142.66,2.6,"3D","Yes",7,1,38,7,38,8,32,11,38,17,29,28,35,30,41,0,0,0,0,0,0,0,0,0,0,3.56,3.64,29,NA,"F20_007","before","2020-10-27 06:00:22","Guadalupe",0
4492,"2020-10-27","09:00:59","2020-10-27","09:00:59",-863322,-5619724,2880968,27.0272,-98.7337,149.27,4.2,"3D","Yes",5,2,35,6,38,17,38,19,38,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,23,NA,"F20_007","before","2020-10-27 09:00:59","Guadalupe",0
4493,"2020-10-27","12:00:30","2020-10-27","12:00:30",-863344,-5619703,2880990,27.02744,-98.73395,143.75,2.8,"3D","Yes",6,2,41,5,32,6,29,12,38,19,29,25,38,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,26,NA,"F20_007","before","2020-10-27 12:00:30","Guadalupe",0
4494,"2020-10-27","15:00:32","2020-10-27","15:00:32",-863126,-5619737,2881017,27.02766,-98.73173,156.47,2,"3D","Yes",6,2,35,5,35,15,38,20,32,23,35,25,32,0,0,0,0,0,0,0,0,0,0,0,0,3.56,3.64,24,NA,"F20_007","before","2020-10-27 15:00:32","Guadalupe",0
4495,"2020-10-27","18:00:33","2020-10-27","18:00:33",-863133,-5619814,2880855,27.02604,-98.73168,151.6,2.6,"3D","Yes",4,15,29,18,38,20,35,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.6,25,NA,"F20_007","before","2020-10-27 18:00:33","Guadalupe",0
